First_Name,Last_Name,Birthdate,Gender,Driver_License,Addresses
Maria,Stepanov,1935-05-04,Female,False,"[['Chelyabinsk', 'Gagarina', 71, 174], ['Novosibirsk', 'Sovetskaya', 14, 248]]"
Ekaterina,Kozlov,1985-06-21,Female,True,"[['Novosibirsk', 'Krasnaya', 133, 70]]"
Anna,Semenov,2003-06-26,Female,False,"[['Nizhniy Novgorod', 'Moskovskaya', 196, 287], ['Sankt-Peterburg', 'Krasnaya', 16, 324], ['Sankt-Peterburg', 'Sovetskaya', 169, 283]]"
Anna,Alekseev,2022-08-15,Male,True,"[['Rostov-na-Donu', 'Sovetskaya', 170, 182], ['Nizhniy Novgorod', 'Moskovskaya', 9, 489], ['Omsk', 'Kirova', 65, 496]]"
Vera,Stepanov,2022-07-03,Male,True,"[['Novosibirsk', 'Lenina', 149, 57], ['Novosibirsk', 'Moskovskaya', 126, 294], ['Novosibirsk', 'Gagarina', 117, 60]]"
Sofia,Pavlov,2022-11-27,Male,False,"[['Rostov-na-Donu', 'Zhukova', 138, 444]]"
Tatiana,Sokolov,2011-11-03,Male,True,"[['Chelyabinsk', 'Pushkina', 162, 486], ['Samara', 'Gagarina', 19, 45]]"
Artem,Semenov,2017-09-16,Male,True,"[['Kazan', 'Pushkina', 132, 182], ['Nizhniy Novgorod', 'Moskovskaya', 38, 233]]"
Ivan,Sokolov,1987-06-05,Male,False,"[['Omsk', 'Pushkina', 181, 111], ['Rostov-na-Donu', 'Pushkina', 105, 446], ['Ekaterinburg', 'Pushkina', 190, 497]]"
Ivan,Semenov,2019-06-01,Female,True,"[['Ekaterinburg', 'Moskovskaya', 194, 181]]"
Nikita,Semenov,2004-01-12,Female,False,"[['Omsk', 'Krasnaya', 96, 324]]"
Tatiana,Novikov,1998-12-06,Female,False,"[['Omsk', 'Pobedy', 117, 316]]"
Sofia,Stepanov,1993-02-14,Female,True,"[['Chelyabinsk', 'Moskovskaya', 179, 122], ['Ekaterinburg', 'Zhukova', 158, 178], ['Rostov-na-Donu', 'Sovetskaya', 58, 305]]"
Irina,Lebedev,1887-05-28,Female,True,"[['Novosibirsk', 'Mira', 132, 181], ['Sankt-Peterburg', 'Mira', 119, 259]]"
Maxim,Smirnov,2003-12-10,Female,True,"[['Samara', 'Krasnaya', 131, 498]]"
Sergey,Fedorov,2014-01-07,Male,True,"[['Sankt-Peterburg', 'Pushkina', 26, 158], ['Novosibirsk', 'Mira', 4, 213], ['Nizhniy Novgorod', 'Mira', 37, 313]]"
Mikhail,Egorov,1999-01-08,Female,True,"[['Rostov-na-Donu', 'Pushkina', 188, 461], ['Novosibirsk', 'Gagarina', 146, 363], ['Nizhniy Novgorod', 'Gagarina', 41, 464]]"
Olga,Fedorov,1990-09-05,Male,True,"[['Chelyabinsk', 'Gagarina', 66, 465], ['Chelyabinsk', 'Pushkina', 163, 385], ['Ekaterinburg', 'Kirova', 4, 488]]"
Artem,Novikov,2008-04-14,Male,True,"[['Sankt-Peterburg', 'Pobedy', 120, 478], ['Novosibirsk', 'Kirova', 165, 116], ['Samara', 'Zhukova', 57, 245]]"
Natalia,Volkov,1969-05-30,Female,False,"[['Samara', 'Sovetskaya', 39, 394], ['Moskva', 'Mira', 195, 390]]"
Anna,Vasiliev,2018-12-16,Female,True,"[['Rostov-na-Donu', 'Gagarina', 146, 242]]"
Mikhail,Mikhailov,1997-05-20,Male,False,"[['Moskva', 'Pobedy', 3, 131]]"
Vera,Egorov,2018-08-25,Female,True,"[['Rostov-na-Donu', 'Pushkina', 81, 132]]"
Tatiana,Pavlov,1990-02-12,Male,False,"[['Nizhniy Novgorod', 'Lenina', 180, 48], ['Samara', 'Lenina', 39, 205]]"
Aleksey,Alekseev,1964-03-18,Female,False,"[['Samara', 'Kirova', 48, 38], ['Chelyabinsk', 'Moskovskaya', 13, 78], ['Moskva', 'Gagarina', 17, 337]]"
Andrey,Egorov,2003-09-25,Male,False,"[['Samara', 'Krasnaya', 136, 152], ['Chelyabinsk', 'Sovetskaya', 70, 285], ['Novosibirsk', 'Zhukova', 199, 497]]"
Olga,Alekseev,1978-12-16,Female,True,"[['Novosibirsk', 'Gagarina', 197, 18], ['Omsk', 'Moskovskaya', 17, 449]]"
Natalia,Vasiliev,1950-03-09,Female,False,"[['Rostov-na-Donu', 'Pushkina', 123, 398], ['Novosibirsk', 'Krasnaya', 19, 396], ['Rostov-na-Donu', 'Lenina', 53, 244]]"
Olga,Stepanov,2003-03-20,Male,False,"[['Sankt-Peterburg', 'Moskovskaya', 120, 268], ['Moskva', 'Sovetskaya', 7, 334], ['Kazan', 'Kirova', 164, 184]]"
Tatiana,Sokolov,1997-05-06,Male,True,"[['Chelyabinsk', 'Sovetskaya', 172, 96], ['Nizhniy Novgorod', 'Pushkina', 96, 165]]"
Aleksandr,Fedorov,1866-05-30,Male,True,"[['Kazan', 'Zhukova', 131, 317]]"
Andrey,Mikhailov,1984-05-19,Female,False,"[['Nizhniy Novgorod', 'Zhukova', 151, 131]]"
Mikhail,Stepanov,2001-10-23,Female,False,"[['Omsk', 'Lenina', 114, 385], ['Kazan', 'Sovetskaya', 65, 157], ['Rostov-na-Donu', 'Zhukova', 117, 199]]"
Andrey,Vasiliev,1984-02-05,Female,False,"[['Omsk', 'Moskovskaya', 27, 475], ['Omsk', 'Moskovskaya', 113, 172]]"
Maria,Popov,2021-05-18,Male,False,"[['Moskva', 'Mira', 44, 108], ['Nizhniy Novgorod', 'Krasnaya', 52, 160], ['Samara', 'Moskovskaya', 9, 10]]"
Ivan,Stepanov,2015-10-21,Female,True,"[['Novosibirsk', 'Mira', 184, 74], ['Ekaterinburg', 'Sovetskaya', 113, 37]]"
Natalia,Semenov,1973-01-14,Male,True,"[['Sankt-Peterburg', 'Kirova', 18, 240], ['Kazan', 'Zhukova', 133, 169]]"
Tatiana,Ivanov,1989-06-05,Male,False,"[['Sankt-Peterburg', 'Kirova', 76, 10], ['Rostov-na-Donu', 'Moskovskaya', 112, 396]]"
Olga,Kozlov,2002-05-01,Female,True,"[['Sankt-Peterburg', 'Kirova', 189, 50], ['Nizhniy Novgorod', 'Pobedy', 55, 320]]"
Natalia,Volkov,2023-09-11,Male,False,"[['Samara', 'Sovetskaya', 191, 365], ['Novosibirsk', 'Pushkina', 200, 126]]"
Ivan,Novikov,2011-10-14,Female,True,"[['Omsk', 'Lenina', 160, 320], ['Rostov-na-Donu', 'Krasnaya', 99, 66]]"
Artem,Mikhailov,1991-06-25,Female,True,"[['Novosibirsk', 'Pobedy', 80, 2], ['Chelyabinsk', 'Lenina', 70, 167], ['Samara', 'Lenina', 1, 474]]"
Irina,Nikolaev,2017-03-26,Male,True,"[['Samara', 'Zhukova', 166, 167], ['Chelyabinsk', 'Pobedy', 116, 377]]"
Anna,Lebedev,2012-01-09,Female,False,"[['Chelyabinsk', 'Pushkina', 180, 368], ['Novosibirsk', 'Zhukova', 20, 153]]"
Maxim,Novikov,1996-03-25,Male,True,"[['Chelyabinsk', 'Gagarina', 193, 373]]"
Anna,Morozov,2018-08-20,Female,False,"[['Rostov-na-Donu', 'Zhukova', 26, 168]]"
Irina,Alekseev,2013-10-24,Male,False,"[['Samara', 'Pobedy', 126, 444]]"
Ivan,Kuznetsov,2021-07-01,Female,True,"[['Rostov-na-Donu', 'Sovetskaya', 38, 65], ['Ekaterinburg', 'Moskovskaya', 67, 354], ['Ekaterinburg', 'Kirova', 102, 12]]"
Ekaterina,Smirnov,2006-04-16,Female,True,"[['Kazan', 'Kirova', 123, 3]]"
Vera,Volkov,1995-08-16,Male,True,"[['Rostov-na-Donu', 'Pushkina', 15, 118], ['Omsk', 'Krasnaya', 91, 113]]"
Aleksey,Egorov,1964-04-27,Female,False,"[['Moskva', 'Gagarina', 11, 105], ['Sankt-Peterburg', 'Mira', 95, 395]]"
Olga,Semenov,2015-03-27,Female,True,"[['Kazan', 'Kirova', 135, 356]]"
Elena,Popov,1975-03-17,Female,True,"[['Omsk', 'Pobedy', 127, 11], ['Sankt-Peterburg', 'Pobedy', 86, 152]]"
Olga,Semenov,1977-02-20,Male,False,"[['Samara', 'Zhukova', 66, 103], ['Moskva', 'Krasnaya', 54, 94], ['Samara', 'Kirova', 75, 82]]"
Maxim,Morozov,2009-01-08,Female,False,"[['Sankt-Peterburg', 'Pushkina', 172, 47], ['Omsk', 'Pushkina', 103, 275], ['Ekaterinburg', 'Pobedy', 170, 126]]"
Vera,Lebedev,1997-04-06,Male,True,"[['Kazan', 'Lenina', 158, 350]]"
Ekaterina,Morozov,2024-05-31,Female,False,"[['Ekaterinburg', 'Pushkina', 23, 489]]"
Vera,Egorov,2008-07-07,Male,False,"[['Samara', 'Pobedy', 123, 307], ['Omsk', 'Pobedy', 74, 78]]"
Elena,Ivanov,2022-04-26,Female,False,"[['Nizhniy Novgorod', 'Gagarina', 109, 206], ['Ekaterinburg', 'Lenina', 137, 295], ['Moskva', 'Krasnaya', 195, 337]]"
Andrey,Kozlov,1969-10-06,Male,True,"[['Omsk', 'Pobedy', 43, 325], ['Samara', 'Zhukova', 154, 28], ['Rostov-na-Donu', 'Pobedy', 27, 1]]"
Olga,Morozov,2006-02-17,Male,False,"[['Kazan', 'Pobedy', 36, 38], ['Nizhniy Novgorod', 'Kirova', 174, 477]]"
Artem,Pavlov,1995-07-02,Female,True,"[['Samara', 'Lenina', 125, 476], ['Sankt-Peterburg', 'Mira', 147, 465]]"
Ekaterina,Smirnov,2012-07-10,Male,False,"[['Sankt-Peterburg', 'Pobedy', 10, 402]]"
Olga,Kozlov,1968-01-14,Male,False,"[['Kazan', 'Gagarina', 14, 42], ['Omsk', 'Gagarina', 119, 410], ['Omsk', 'Mira', 85, 487]]"
Maxim,Lebedev,1995-05-30,Female,True,"[['Ekaterinburg', 'Moskovskaya', 16, 308], ['Omsk', 'Pobedy', 110, 295]]"
Vera,Kozlov,1969-07-31,Female,False,"[['Moskva', 'Pobedy', 199, 432], ['Ekaterinburg', 'Mira', 75, 121], ['Omsk', 'Gagarina', 133, 97]]"
Vera,Fedorov,2020-06-30,Male,True,"[['Samara', 'Mira', 94, 219], ['Novosibirsk', 'Sovetskaya', 105, 422], ['Sankt-Peterburg', 'Kirova', 145, 443]]"
Tatiana,Pavlov,1980-01-18,Male,False,"[['Novosibirsk', 'Kirova', 159, 171], ['Novosibirsk', 'Lenina', 83, 3], ['Moskva', 'Gagarina', 75, 47]]"
Maxim,Nikolaev,1939-11-03,Female,False,"[['Novosibirsk', 'Sovetskaya', 178, 64], ['Sankt-Peterburg', 'Zhukova', 43, 498], ['Novosibirsk', 'Moskovskaya', 96, 40]]"
Vera,Volkov,2003-08-16,Female,False,"[['Ekaterinburg', 'Kirova', 143, 405], ['Nizhniy Novgorod', 'Pobedy', 64, 299], ['Kazan', 'Krasnaya', 118, 263]]"
Mikhail,Egorov,2024-03-19,Male,False,"[['Novosibirsk', 'Kirova', 115, 117], ['Moskva', 'Pobedy', 74, 220], ['Kazan', 'Sovetskaya', 154, 427]]"
Sofia,Fedorov,1984-07-22,Female,True,"[['Moskva', 'Pobedy', 148, 11], ['Ekaterinburg', 'Lenina', 45, 306]]"
Nikita,Stepanov,2021-01-03,Female,False,"[['Ekaterinburg', 'Gagarina', 73, 413], ['Rostov-na-Donu', 'Gagarina', 45, 321], ['Novosibirsk', 'Krasnaya', 171, 444]]"
Andrey,Morozov,1974-06-10,Female,False,"[['Rostov-na-Donu', 'Krasnaya', 57, 66], ['Chelyabinsk', 'Krasnaya', 56, 191]]"
Olga,Kuznetsov,1971-03-06,Male,True,"[['Moskva', 'Mira', 137, 182], ['Chelyabinsk', 'Gagarina', 93, 177], ['Ekaterinburg', 'Mira', 176, 272]]"
Anna,Popov,2004-08-14,Male,True,"[['Sankt-Peterburg', 'Kirova', 131, 223]]"
Elena,Novikov,1939-01-19,Female,False,"[['Rostov-na-Donu', 'Lenina', 107, 163]]"
Mikhail,Egorov,2023-03-23,Female,False,"[['Nizhniy Novgorod', 'Pobedy', 32, 18], ['Samara', 'Krasnaya', 69, 467]]"
Olga,Kozlov,2003-10-30,Male,False,"[['Rostov-na-Donu', 'Kirova', 103, 5], ['Ekaterinburg', 'Pobedy', 155, 370]]"
Anna,Ivanov,1985-09-19,Male,False,"[['Nizhniy Novgorod', 'Pobedy', 68, 158]]"
Ivan,Morozov,1970-05-09,Male,False,"[['Rostov-na-Donu', 'Pobedy', 75, 423]]"
Olga,Morozov,2003-10-22,Male,False,"[['Omsk', 'Lenina', 156, 247], ['Rostov-na-Donu', 'Pobedy', 78, 260], ['Moskva', 'Krasnaya', 86, 345]]"
Aleksey,Lebedev,1971-08-08,Male,False,"[['Rostov-na-Donu', 'Mira', 90, 351], ['Omsk', 'Lenina', 179, 450]]"
Andrey,Popov,2018-04-12,Female,True,"[['Samara', 'Mira', 127, 372], ['Kazan', 'Gagarina', 78, 190]]"
Andrey,Mikhailov,2022-03-29,Female,False,"[['Nizhniy Novgorod', 'Lenina', 20, 124], ['Ekaterinburg', 'Moskovskaya', 160, 411]]"
Dmitriy,Fedorov,2024-07-16,Male,False,"[['Novosibirsk', 'Kirova', 123, 346], ['Omsk', 'Pushkina', 2, 198], ['Moskva', 'Krasnaya', 110, 224]]"
Anna,Popov,1926-12-16,Female,True,"[['Kazan', 'Lenina', 63, 242], ['Kazan', 'Mira', 104, 246], ['Ekaterinburg', 'Moskovskaya', 100, 426]]"
Artem,Volkov,2001-07-16,Male,False,"[['Chelyabinsk', 'Zhukova', 21, 149], ['Novosibirsk', 'Pushkina', 82, 224], ['Sankt-Peterburg', 'Lenina', 110, 428]]"
Sofia,Stepanov,1993-02-14,Male,True,"[['Ekaterinburg', 'Mira', 99, 267], ['Moskva', 'Lenina', 117, 406]]"
Maxim,Alekseev,2003-09-02,Male,False,"[['Samara', 'Pobedy', 142, 477], ['Samara', 'Gagarina', 151, 205], ['Ekaterinburg', 'Zhukova', 115, 465]]"
Aleksey,Sokolov,2011-11-27,Female,False,"[['Kazan', 'Sovetskaya', 15, 498], ['Rostov-na-Donu', 'Gagarina', 31, 154]]"
Maxim,Pavlov,2015-03-07,Male,False,"[['Rostov-na-Donu', 'Kirova', 135, 475], ['Rostov-na-Donu', 'Sovetskaya', 84, 59], ['Sankt-Peterburg', 'Krasnaya', 4, 161]]"
Tatiana,Stepanov,1999-08-12,Male,True,"[['Samara', 'Kirova', 58, 129]]"
Irina,Stepanov,2006-10-03,Male,False,"[['Rostov-na-Donu', 'Krasnaya', 11, 245]]"
Ekaterina,Kuznetsov,2022-08-22,Male,True,"[['Samara', 'Krasnaya', 49, 293], ['Omsk', 'Lenina', 54, 112], ['Kazan', 'Pobedy', 198, 179]]"
Natalia,Vasiliev,2004-09-09,Female,False,"[['Moskva', 'Mira', 6, 488]]"
Olga,Sokolov,1932-12-05,Male,True,"[['Moskva', 'Zhukova', 134, 198], ['Kazan', 'Sovetskaya', 60, 239], ['Novosibirsk', 'Pobedy', 36, 105]]"
Mikhail,Fedorov,1932-08-04,Male,True,"[['Samara', 'Mira', 73, 81]]"
Sofia,Kuznetsov,1989-06-12,Male,True,"[['Ekaterinburg', 'Lenina', 56, 75]]"
Andrey,Lebedev,1973-08-02,Male,True,"[['Omsk', 'Gagarina', 59, 443], ['Ekaterinburg', 'Moskovskaya', 131, 468], ['Rostov-na-Donu', 'Pushkina', 73, 70]]"
Olga,Fedorov,2017-06-06,Male,True,"[['Samara', 'Zhukova', 195, 50]]"
Vera,Morozov,2018-08-19,Female,False,"[['Omsk', 'Pobedy', 194, 134], ['Rostov-na-Donu', 'Moskovskaya', 127, 127]]"
Anna,Alekseev,1978-10-07,Male,False,"[['Novosibirsk', 'Sovetskaya', 54, 313], ['Samara', 'Gagarina', 102, 164], ['Novosibirsk', 'Zhukova', 55, 143]]"
Ivan,Pavlov,2021-11-22,Male,True,"[['Sankt-Peterburg', 'Mira', 156, 121], ['Omsk', 'Zhukova', 109, 385]]"
Natalia,Petrov,1997-09-16,Male,False,"[['Novosibirsk', 'Moskovskaya', 119, 57]]"
Artem,Popov,2014-04-18,Male,False,"[['Samara', 'Krasnaya', 53, 103], ['Kazan', 'Pobedy', 162, 276], ['Kazan', 'Sovetskaya', 137, 13]]"
Vera,Egorov,1967-12-06,Female,False,"[['Omsk', 'Lenina', 62, 238]]"
Andrey,Pavlov,2019-07-11,Male,False,"[['Novosibirsk', 'Mira', 9, 344]]"
Sofia,Petrov,2000-07-15,Female,False,"[['Nizhniy Novgorod', 'Mira', 107, 175], ['Sankt-Peterburg', 'Kirova', 158, 27]]"
Maria,Kozlov,2000-09-30,Female,True,"[['Kazan', 'Pushkina', 148, 71]]"
Elena,Alekseev,1992-01-19,Female,True,"[['Kazan', 'Lenina', 111, 322], ['Kazan', 'Gagarina', 192, 266], ['Kazan', 'Gagarina', 162, 62]]"
Sofia,Novikov,2018-02-05,Female,True,"[['Omsk', 'Mira', 170, 369]]"
Andrey,Pavlov,2015-09-06,Male,False,"[['Novosibirsk', 'Pobedy', 187, 280], ['Nizhniy Novgorod', 'Moskovskaya', 182, 297]]"
Aleksandr,Novikov,1868-04-03,Male,True,"[['Nizhniy Novgorod', 'Kirova', 12, 266]]"
Ekaterina,Ivanov,1914-07-02,Male,True,"[['Sankt-Peterburg', 'Pobedy', 194, 21]]"
Mikhail,Vasiliev,1983-04-27,Female,True,"[['Moskva', 'Lenina', 197, 331]]"
Olga,Morozov,2005-05-30,Male,False,"[['Kazan', 'Sovetskaya', 6, 65]]"
Maxim,Novikov,1954-10-14,Male,True,"[['Rostov-na-Donu', 'Pobedy', 44, 249], ['Rostov-na-Donu', 'Mira', 156, 304]]"
Sofia,Smirnov,1993-05-01,Female,True,"[['Nizhniy Novgorod', 'Krasnaya', 40, 482]]"
Sergey,Pavlov,1999-11-29,Female,False,"[['Nizhniy Novgorod', 'Kirova', 26, 476], ['Rostov-na-Donu', 'Pushkina', 115, 262], ['Moskva', 'Sovetskaya', 142, 21]]"
Irina,Semenov,1895-02-19,Male,True,"[['Chelyabinsk', 'Pushkina', 68, 236], ['Omsk', 'Pushkina', 120, 42]]"
Artem,Lebedev,1966-08-01,Female,False,"[['Kazan', 'Pushkina', 188, 93], ['Sankt-Peterburg', 'Moskovskaya', 72, 290]]"
Artem,Egorov,1978-05-18,Male,False,"[['Kazan', 'Kirova', 119, 456]]"
Irina,Volkov,2018-08-22,Male,True,"[['Moskva', 'Mira', 174, 425], ['Omsk', 'Kirova', 71, 394], ['Nizhniy Novgorod', 'Pushkina', 23, 91]]"
Ekaterina,Lebedev,2010-05-20,Male,False,"[['Rostov-na-Donu', 'Krasnaya', 161, 179]]"
Andrey,Nikolaev,2013-12-18,Male,False,"[['Omsk', 'Gagarina', 92, 234], ['Omsk', 'Moskovskaya', 4, 449]]"
Anna,Nikolaev,2016-06-29,Male,True,"[['Omsk', 'Lenina', 133, 212], ['Omsk', 'Zhukova', 136, 176]]"
Mikhail,Novikov,2005-09-21,Female,False,"[['Ekaterinburg', 'Sovetskaya', 189, 258]]"
Dmitriy,Egorov,2009-12-08,Male,True,"[['Kazan', 'Sovetskaya', 57, 433], ['Samara', 'Krasnaya', 111, 487]]"
Mikhail,Nikolaev,2022-05-09,Female,True,"[['Rostov-na-Donu', 'Pobedy', 167, 121], ['Rostov-na-Donu', 'Zhukova', 15, 74]]"
Andrey,Kozlov,2010-09-10,Female,False,"[['Sankt-Peterburg', 'Mira', 5, 194]]"
Nikita,Lebedev,2007-01-03,Female,False,"[['Kazan', 'Lenina', 63, 465], ['Omsk', 'Gagarina', 122, 298]]"
Anna,Sokolov,2018-12-05,Female,True,"[['Nizhniy Novgorod', 'Lenina', 84, 397], ['Chelyabinsk', 'Kirova', 61, 421], ['Chelyabinsk', 'Mira', 19, 375]]"
Sofia,Mikhailov,2013-10-16,Male,False,"[['Chelyabinsk', 'Mira', 139, 361], ['Sankt-Peterburg', 'Kirova', 182, 292]]"
Andrey,Alekseev,2019-10-19,Female,True,"[['Ekaterinburg', 'Krasnaya', 189, 173]]"
Tatiana,Stepanov,2014-03-03,Female,False,"[['Moskva', 'Pobedy', 122, 249], ['Chelyabinsk', 'Kirova', 134, 179]]"
Artem,Vasiliev,2021-05-04,Female,False,"[['Novosibirsk', 'Zhukova', 158, 248], ['Omsk', 'Mira', 122, 219]]"
Vera,Ivanov,2020-03-17,Female,True,"[['Kazan', 'Zhukova', 23, 196], ['Samara', 'Krasnaya', 129, 265], ['Ekaterinburg', 'Lenina', 62, 215]]"
Tatiana,Lebedev,1983-10-30,Female,False,"[['Nizhniy Novgorod', 'Sovetskaya', 23, 447]]"
Dmitriy,Pavlov,2023-10-06,Male,False,"[['Nizhniy Novgorod', 'Sovetskaya', 146, 311]]"
Dmitriy,Semenov,1990-10-15,Female,True,"[['Kazan', 'Lenina', 21, 380], ['Nizhniy Novgorod', 'Krasnaya', 64, 49], ['Nizhniy Novgorod', 'Moskovskaya', 34, 204]]"
Sergey,Morozov,2005-07-06,Female,True,"[['Moskva', 'Lenina', 157, 252], ['Kazan', 'Lenina', 101, 313], ['Novosibirsk', 'Moskovskaya', 15, 94]]"
Dmitriy,Nikolaev,1988-07-15,Female,False,"[['Samara', 'Krasnaya', 131, 458], ['Nizhniy Novgorod', 'Lenina', 17, 253]]"
Mikhail,Semenov,2004-09-28,Male,False,"[['Kazan', 'Lenina', 192, 136], ['Novosibirsk', 'Pobedy', 78, 344]]"
Artem,Ivanov,1968-11-27,Female,True,"[['Moskva', 'Krasnaya', 50, 327], ['Omsk', 'Krasnaya', 135, 71], ['Ekaterinburg', 'Mira', 119, 35]]"
Ekaterina,Stepanov,2007-02-26,Male,True,"[['Sankt-Peterburg', 'Kirova', 146, 27], ['Novosibirsk', 'Sovetskaya', 77, 65], ['Rostov-na-Donu', 'Krasnaya', 95, 227]]"
Dmitriy,Ivanov,1977-06-10,Female,True,"[['Sankt-Peterburg', 'Kirova', 146, 309], ['Novosibirsk', 'Kirova', 5, 175], ['Samara', 'Krasnaya', 77, 230]]"
Ivan,Ivanov,1998-03-16,Male,False,"[['Novosibirsk', 'Pushkina', 154, 408], ['Nizhniy Novgorod', 'Moskovskaya', 194, 181], ['Novosibirsk', 'Pushkina', 4, 340]]"
Anna,Ivanov,2000-01-10,Female,False,"[['Nizhniy Novgorod', 'Krasnaya', 84, 354], ['Ekaterinburg', 'Pushkina', 145, 265]]"
Elena,Vasiliev,1977-12-10,Male,True,"[['Moskva', 'Gagarina', 179, 306], ['Nizhniy Novgorod', 'Lenina', 153, 189]]"
Natalia,Lebedev,2024-02-15,Male,False,"[['Samara', 'Kirova', 14, 117], ['Kazan', 'Krasnaya', 60, 144], ['Nizhniy Novgorod', 'Sovetskaya', 112, 368]]"
Olga,Vasiliev,2023-03-02,Female,False,"[['Omsk', 'Gagarina', 179, 332], ['Nizhniy Novgorod', 'Moskovskaya', 200, 184]]"
Elena,Kozlov,1985-01-04,Male,False,"[['Sankt-Peterburg', 'Lenina', 47, 464], ['Rostov-na-Donu', 'Pobedy', 56, 3], ['Rostov-na-Donu', 'Zhukova', 28, 225]]"
Maria,Kozlov,1929-04-27,Female,False,"[['Omsk', 'Pobedy', 111, 31]]"
Natalia,Lebedev,2017-11-28,Male,False,"[['Nizhniy Novgorod', 'Gagarina', 154, 198], ['Sankt-Peterburg', 'Kirova', 32, 184], ['Samara', 'Moskovskaya', 188, 272]]"
Artem,Kozlov,1972-04-04,Female,True,"[['Sankt-Peterburg', 'Moskovskaya', 146, 430], ['Omsk', 'Kirova', 186, 314], ['Samara', 'Pobedy', 42, 23]]"
Ivan,Alekseev,2022-02-26,Female,False,"[['Ekaterinburg', 'Sovetskaya', 194, 454], ['Moskva', 'Krasnaya', 31, 341], ['Omsk', 'Sovetskaya', 84, 469]]"
Mikhail,Lebedev,2004-05-18,Female,True,"[['Chelyabinsk', 'Kirova', 99, 481], ['Moskva', 'Moskovskaya', 122, 120], ['Ekaterinburg', 'Lenina', 179, 249]]"
Sergey,Kozlov,1969-09-25,Female,False,"[['Ekaterinburg', 'Kirova', 171, 21]]"
Maria,Volkov,2016-05-23,Male,True,"[['Chelyabinsk', 'Kirova', 173, 297], ['Moskva', 'Pobedy', 130, 375], ['Ekaterinburg', 'Krasnaya', 136, 340]]"
Ekaterina,Kuznetsov,1783-06-20,Male,False,"[['Novosibirsk', 'Lenina', 182, 285]]"
Tatiana,Popov,1971-05-03,Female,True,"[['Sankt-Peterburg', 'Pobedy', 108, 434], ['Moskva', 'Zhukova', 36, 89], ['Nizhniy Novgorod', 'Pobedy', 52, 149]]"
Mikhail,Morozov,2017-12-05,Male,False,"[['Ekaterinburg', 'Kirova', 171, 211]]"
Maria,Morozov,1985-08-03,Male,False,"[['Rostov-na-Donu', 'Zhukova', 65, 337], ['Novosibirsk', 'Pushkina', 63, 81], ['Rostov-na-Donu', 'Gagarina', 12, 30]]"
Tatiana,Semenov,2000-05-24,Female,False,"[['Chelyabinsk', 'Mira', 169, 40]]"
Artem,Mikhailov,1998-09-06,Male,False,"[['Omsk', 'Lenina', 117, 427], ['Ekaterinburg', 'Pushkina', 118, 158], ['Moskva', 'Sovetskaya', 100, 455]]"
Tatiana,Novikov,2021-02-17,Female,False,"[['Rostov-na-Donu', 'Lenina', 52, 114], ['Chelyabinsk', 'Kirova', 102, 103]]"
Maxim,Kuznetsov,1969-07-06,Male,True,"[['Ekaterinburg', 'Pushkina', 10, 66]]"
Tatiana,Alekseev,1974-08-22,Male,True,"[['Ekaterinburg', 'Pushkina', 111, 489], ['Samara', 'Sovetskaya', 86, 218], ['Moskva', 'Gagarina', 108, 201]]"
Mikhail,Fedorov,2005-06-20,Female,False,"[['Rostov-na-Donu', 'Moskovskaya', 75, 130], ['Samara', 'Sovetskaya', 141, 206]]"
Ivan,Stepanov,2023-04-01,Male,True,"[['Moskva', 'Pushkina', 24, 431], ['Moskva', 'Krasnaya', 135, 46], ['Samara', 'Moskovskaya', 187, 265]]"
Irina,Alekseev,1984-12-17,Male,True,"[['Rostov-na-Donu', 'Pushkina', 132, 354], ['Chelyabinsk', 'Lenina', 160, 207]]"
Maxim,Petrov,2014-09-08,Male,True,"[['Sankt-Peterburg', 'Zhukova', 63, 463], ['Novosibirsk', 'Pobedy', 152, 11]]"
Natalia,Kozlov,1978-10-17,Male,True,"[['Rostov-na-Donu', 'Zhukova', 44, 429], ['Moskva', 'Lenina', 115, 257]]"
Ekaterina,Petrov,2021-06-22,Female,True,"[['Chelyabinsk', 'Kirova', 102, 453], ['Ekaterinburg', 'Pushkina', 1, 483]]"
Tatiana,Volkov,2012-11-29,Female,True,"[['Moskva', 'Pobedy', 34, 497], ['Moskva', 'Krasnaya', 109, 48], ['Kazan', 'Sovetskaya', 198, 202]]"
Anna,Lebedev,2022-05-15,Female,False,"[['Nizhniy Novgorod', 'Krasnaya', 61, 181], ['Novosibirsk', 'Moskovskaya', 196, 228]]"
Ivan,Ivanov,2014-01-24,Male,False,"[['Rostov-na-Donu', 'Mira', 109, 393], ['Nizhniy Novgorod', 'Mira', 151, 202], ['Moskva', 'Kirova', 199, 434]]"
Aleksey,Kuznetsov,2005-10-07,Female,True,"[['Omsk', 'Sovetskaya', 152, 168], ['Nizhniy Novgorod', 'Pobedy', 96, 134]]"
Olga,Novikov,2013-01-26,Female,True,"[['Ekaterinburg', 'Zhukova', 159, 117]]"
Mikhail,Petrov,2007-10-30,Female,True,"[['Chelyabinsk', 'Pobedy', 194, 182]]"
Mikhail,Semenov,1948-06-11,Male,False,"[['Rostov-na-Donu', 'Krasnaya', 107, 216], ['Chelyabinsk', 'Kirova', 24, 152]]"
Artem,Ivanov,2009-04-01,Female,True,"[['Omsk', 'Krasnaya', 92, 461], ['Omsk', 'Moskovskaya', 5, 4]]"
